product_id,seller_id,product_name,category,product_desc,price,original_price,discount_rate,quantity_stock,flash_sale_id
230,79,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,186.29,220.34,0.15,390,0
231,57,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,277.92,452.23,0.39,69,0
232,99,Bose QC45,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,157.3,359.5,0.56,397,22
233,43,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,47.02,104.99,0.55,235,0
234,13,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,87.13,114.81,0.24,298,15
235,65,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,49.55,56.76,0.13,171,18
236,65,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,220.21,498.05,0.56,429,0
237,66,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,219.74,301.94,0.27,111,33
238,75,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,140.87,217.89,0.35,129,0
239,35,Barbie Dreamhouse,Toys,Fun and creative toys that inspire imagination and endless hours of play.,16.54,20.19,0.18,269,34
240,7,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,161.29,218.87,0.26,106,0
241,7,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,398.62,450.8,0.12,10,0
242,13,Barbie Dreamhouse,Toys,Fun and creative toys that inspire imagination and endless hours of play.,186.68,276.43,0.32,88,0
243,87,Philips Airfryer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,196.39,236.37,0.17,288,0
244,2,Dell XPS 13,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,401.89,479.04,0.16,225,25
245,87,Philips Airfryer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,214.92,334.96,0.36,242,0
246,14,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,50.09,86.14,0.42,291,38
247,62,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,311.73,482.04,0.35,262,0
248,85,OnePlus 11,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",66.62,80.16,0.17,324,0
249,92,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,207.4,302.59,0.31,414,34
250,25,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,173.43,188.56,0.08,497,0
251,58,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,88.87,173.91,0.49,75,35
252,73,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,4.49,10.82,0.59,137,0
253,88,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,321.38,456.5,0.3,73,0
254,18,Bose QC45,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,290.02,315.62,0.08,132,0
255,39,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,26.8,33.7,0.2,45,0
256,80,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,343.58,437.39,0.21,35,25
257,55,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,452.08,483.88,0.07,448,47
258,37,West Elm Chair,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,161.83,249.18,0.35,82,0
259,43,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,327.28,489.6,0.33,138,0
260,93,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,110.21,267.4,0.59,486,0
261,12,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,136.37,172.01,0.21,11,0
262,42,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,404.75,484.89,0.17,42,0
263,9,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,131.54,159.15,0.17,149,26
264,12,Bose QC45,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,237.02,266.06,0.11,57,47
265,56,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",249.65,472.44,0.47,287,49
266,59,Fossil Gen 6,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,111.24,136.72,0.19,406,0
267,13,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,258.64,275.44,0.06,243,45
268,15,Fossil Gen 6,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,39.72,88.72,0.55,316,0
269,12,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,80.13,100.25,0.2,193,21
270,73,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",39.9,91.76,0.57,164,46
271,89,OnePlus 11,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",58.84,64.27,0.08,321,0
272,84,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,170.3,286.27,0.41,290,8
273,38,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,346.87,408.29,0.15,146,41
274,83,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,269.39,490.52,0.45,446,14
275,91,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,65.14,92.63,0.3,307,4
276,86,Hot Wheels Track,Toys,Fun and creative toys that inspire imagination and endless hours of play.,32.87,59.08,0.44,145,40
277,35,Puma RS-X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,138.53,338.75,0.59,295,0
278,93,Dell XPS 13,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,267.45,425.9,0.37,134,0
279,14,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,107.69,115.82,0.07,434,16
280,59,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",341.0,499.28,0.32,358,47
281,45,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,25.67,33.17,0.23,152,23
282,24,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,120.07,169.25,0.29,223,0
283,58,Hot Wheels Track,Toys,Fun and creative toys that inspire imagination and endless hours of play.,197.03,397.04,0.5,451,0
284,40,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,88.97,99.07,0.1,237,0
285,38,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",32.14,69.72,0.54,470,0
286,46,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,94.96,156.85,0.39,199,0
287,76,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",266.25,469.1,0.43,4,0
288,6,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,131.23,231.89,0.43,317,15
289,81,Philips Airfryer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,133.08,242.62,0.45,448,0
290,45,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,337.72,391.48,0.14,302,22
291,91,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",128.77,191.63,0.33,392,25
292,36,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,220.11,425.77,0.48,33,10
293,84,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,27.44,50.35,0.45,41,16
294,61,To Kill a Mockingbird,Books,An engaging and thought-provoking book that will captivate readers of all ages.,149.85,248.15,0.4,235,0
295,90,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,158.06,343.9,0.54,137,0
296,89,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,44.81,53.38,0.16,249,0
297,12,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,109.16,219.81,0.5,184,17
298,63,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,343.39,466.54,0.26,378,0
299,27,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,33.58,45.26,0.26,469,27
300,35,To Kill a Mockingbird,Books,An engaging and thought-provoking book that will captivate readers of all ages.,198.06,278.41,0.29,349,0
301,58,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,110.97,125.18,0.11,60,0
302,18,Bose QC45,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,290.93,331.22,0.12,178,42
303,53,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,332.65,469.78,0.29,206,0
304,16,To Kill a Mockingbird,Books,An engaging and thought-provoking book that will captivate readers of all ages.,270.11,285.23,0.05,489,26
305,35,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,354.33,427.71,0.17,171,34
306,98,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",190.2,329.02,0.42,174,0
307,65,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,268.59,294.19,0.09,401,33
308,26,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,129.87,150.2,0.14,306,50
309,59,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,296.34,428.5,0.31,397,18
310,40,Bose QC45,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,12.15,22.54,0.46,402,0
311,87,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,72.62,153.44,0.53,499,0
312,100,Fossil Gen 6,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,155.83,275.43,0.43,52,0
313,76,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",15.88,30.21,0.47,203,41
314,84,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",270.99,431.9,0.37,416,0
315,65,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,199.91,235.84,0.15,134,0
316,85,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,345.92,405.34,0.15,253,0
317,79,Bose QC45,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,109.6,176.96,0.38,45,15
318,20,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,73.98,159.58,0.54,73,0
319,27,Puma RS-X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,172.0,186.85,0.08,470,26
320,6,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,441.89,466.0,0.05,335,0
321,19,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,191.03,312.59,0.39,220,0
322,93,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,22.48,33.85,0.34,437,0
323,86,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,38.09,81.17,0.53,129,14
324,1,OnePlus 11,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",97.45,125.7,0.22,73,48
325,36,Philips Airfryer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,212.42,290.85,0.27,409,0
326,33,OnePlus 11,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",204.29,293.44,0.3,267,0
327,14,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,25.17,53.13,0.53,44,3
328,73,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,125.13,139.94,0.11,231,8
329,84,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,253.21,429.59,0.41,357,16
330,28,Reebok Nano X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,19.38,46.84,0.59,197,49
331,72,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,60.82,133.15,0.54,349,0
332,84,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,105.78,251.7,0.58,352,0
333,45,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,274.24,297.81,0.08,142,0
334,100,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,26.83,31.03,0.14,201,38
335,98,Dell XPS 13,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,16.37,23.57,0.31,109,0
336,4,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,89.01,147.33,0.4,48,3
337,34,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,40.82,43.72,0.07,311,0
338,5,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,139.22,204.27,0.32,171,22
339,51,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,159.15,273.96,0.42,159,0
340,54,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,152.99,210.64,0.27,238,0
341,23,Garmin Fenix 7,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,217.74,258.01,0.16,242,0
342,91,Puma RS-X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,198.59,402.64,0.51,114,0
343,41,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,128.42,139.15,0.08,45,0
344,85,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,412.86,495.85,0.17,28,34
345,89,Garmin Fenix 7,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,20.84,48.58,0.57,372,0
346,13,Dell XPS 13,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,257.9,329.3,0.22,142,41
347,92,Barbie Dreamhouse,Toys,Fun and creative toys that inspire imagination and endless hours of play.,212.39,239.81,0.11,76,0
348,48,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,237.72,322.39,0.26,119,0
349,13,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,301.69,331.77,0.09,297,45
350,90,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,343.91,434.71,0.21,218,41
351,95,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,41.76,45.42,0.08,141,37
352,14,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,18.34,19.67,0.07,141,0
353,9,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,127.88,249.03,0.49,333,0
354,41,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,170.23,280.84,0.39,281,0
355,35,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",100.81,185.58,0.46,389,0
356,27,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,43.13,71.16,0.39,126,0
357,93,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",13.16,25.46,0.48,88,0
358,74,Barbie Dreamhouse,Toys,Fun and creative toys that inspire imagination and endless hours of play.,58.55,98.78,0.41,93,8
359,56,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",36.55,54.09,0.32,13,0
360,24,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,134.28,243.07,0.45,311,0
361,49,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,316.23,397.2,0.2,460,31
362,19,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,131.52,240.79,0.45,483,0
363,5,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,49.44,67.13,0.26,493,0
364,24,Dell XPS 13,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,342.29,440.44,0.22,278,0
365,98,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,272.45,498.12,0.45,239,0
366,99,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,103.27,117.27,0.12,383,17
367,92,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,63.87,117.36,0.46,385,13
368,24,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,120.76,129.72,0.07,320,0
369,60,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,149.08,175.12,0.15,360,0
370,40,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,232.49,475.54,0.51,258,35
371,11,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,311.52,475.83,0.35,185,0
372,7,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,156.74,165.42,0.05,71,0
373,8,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,65.83,132.4,0.5,365,0
374,16,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,309.11,366.6,0.16,384,45
375,30,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,391.4,417.52,0.06,431,0
376,97,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,127.47,270.43,0.53,401,24
377,91,Garmin Fenix 7,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,251.94,498.79,0.49,471,0
378,20,Dell XPS 13,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,78.85,102.06,0.23,111,16
379,88,Sony WH-1000XM4,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,60.57,67.33,0.1,317,49
380,36,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,265.55,338.22,0.21,274,0
381,85,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,156.14,205.59,0.24,191,18
382,8,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,191.79,464.95,0.59,260,34
383,72,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,279.94,412.78,0.32,335,0
384,56,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,162.17,230.94,0.3,243,0
385,94,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,54.43,134.65,0.6,409,0
386,71,West Elm Chair,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,383.73,448.71,0.14,30,0
387,67,Wayfair Bed Frame,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,16.26,31.96,0.49,384,0
388,26,West Elm Chair,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,236.15,431.62,0.45,108,13
389,78,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,130.6,228.88,0.43,427,0
390,14,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,217.41,308.89,0.3,351,0
391,74,Wayfair Bed Frame,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,71.89,85.3,0.16,214,0
392,54,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,200.96,267.28,0.25,292,22
393,60,Reebok Nano X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,309.8,482.72,0.36,341,30
394,100,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,274.43,429.57,0.36,48,0
395,27,Bose QC45,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,96.16,105.33,0.09,375,47
396,100,Samsung Galaxy Watch,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,136.05,316.85,0.57,368,0
397,86,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,227.01,340.63,0.33,175,0
398,45,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,248.82,388.47,0.36,394,8
399,24,AirPods Pro,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,180.4,219.31,0.18,404,0
400,28,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,135.42,327.34,0.59,186,0
401,19,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,216.22,334.11,0.35,38,29
402,38,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,196.02,224.86,0.13,486,0
403,5,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,193.15,458.59,0.58,315,0
404,67,Bose QC45,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,340.57,460.79,0.26,206,15
405,15,Wayfair Bed Frame,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,112.72,252.7,0.55,81,0
406,46,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",56.1,72.29,0.22,176,0
407,85,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,134.41,216.0,0.38,152,0
408,58,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,63.44,73.97,0.14,10,34
409,16,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,287.43,333.49,0.14,194,0
410,16,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",117.06,129.82,0.1,437,6
411,5,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,30.53,42.2,0.28,261,31
412,29,Dell XPS 13,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,185.86,209.93,0.11,376,0
413,69,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,183.16,348.59,0.47,480,27
414,54,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,186.11,400.16,0.53,259,0
415,53,West Elm Chair,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,115.1,128.79,0.11,22,0
416,32,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,298.7,316.5,0.06,452,10
417,73,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,49.52,79.38,0.38,264,0
418,42,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,457.48,499.39,0.08,341,0
419,46,Samsung Galaxy Watch,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,149.88,293.17,0.49,324,47
420,15,Garmin Fenix 7,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,50.22,113.16,0.56,491,0
421,13,West Elm Chair,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,41.9,101.41,0.59,73,0
422,41,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,22.42,37.06,0.4,382,48
423,97,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,73.17,88.56,0.17,361,32
424,9,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,175.03,326.09,0.46,57,43
425,30,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,259.05,351.4,0.26,326,21
426,70,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,193.65,478.15,0.59,11,1
427,4,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,325.39,373.3,0.13,478,0
428,28,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,250.05,498.24,0.5,353,0
429,27,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,103.13,159.13,0.35,134,0
430,36,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,153.87,336.46,0.54,40,0
431,13,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,57.88,66.21,0.13,363,0
432,96,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",55.81,69.62,0.2,369,0
433,26,Reebok Nano X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,139.29,296.51,0.53,363,10
434,80,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,137.38,196.24,0.3,335,32
435,88,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,358.66,420.16,0.15,179,24
436,93,Reebok Nano X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,130.26,271.82,0.52,105,0
437,97,Philips Airfryer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,176.89,223.16,0.21,371,35
438,46,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,52.68,79.65,0.34,489,2
439,95,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,226.34,429.23,0.47,144,39
440,66,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,176.47,286.3,0.38,438,0
441,10,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,318.08,415.04,0.23,179,44
442,62,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,337.72,389.35,0.13,212,0
443,92,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,245.7,373.16,0.34,297,9
444,29,AirPods Pro,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,361.34,481.46,0.25,407,0
445,97,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",14.81,31.27,0.53,354,45
446,97,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,217.29,303.14,0.28,133,37
447,47,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,118.29,189.73,0.38,244,46
448,65,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,52.9,115.28,0.54,287,16
449,39,Fossil Gen 6,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,200.8,401.56,0.5,436,0
450,21,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,168.48,222.22,0.24,493,16
451,40,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,88.87,194.17,0.54,249,45
452,19,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,143.45,211.42,0.32,125,0
453,86,Sony WH-1000XM4,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,191.87,370.82,0.48,485,0
454,74,Philips Airfryer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,80.91,198.52,0.59,174,0
455,78,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,180.0,250.23,0.28,109,0
456,33,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,274.04,487.93,0.44,195,44
457,16,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,363.1,412.63,0.12,477,1
458,98,Reebok Nano X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,190.74,307.64,0.38,162,22
459,14,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,108.45,234.27,0.54,97,4
